label	patch	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	shooterShare	I4gap	failed
G mi15 eh19 ms0.14 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.686	0.238	0.270	0.178	0	12.16	0.378		I8
G mi15 eh19 ms0.14 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	0	0	0		0.812	0.257	0.322	0.233	0	13.94	0.398		skilled 8/8;I2
G mi15 eh20 ms0.135 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	3	1	1		0.727	0.221	0.263	0.243	0	13.88	0.373		skilled 8/8;I3;I8
G mi15 eh20 ms0.135 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.734	0.218	0.296	0.220	0	14.29	0.402		I8
G mi15 eh20 ms0.135 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.726	0.228	0.274	0.225	0	12.21	0.400		I8
G mi15 eh20 ms0.135 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	1	0	0		0.804	0.247	0.331	0.226	0	13.51	0.431		I2;I8
G mi15 eh20 ms0.14 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	3	0	0		0.761	0.228	0.265	0.268	0	13.31	0.363		skilled 8/8;I8
G mi15 eh20 ms0.14 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	1	0	0		0.769	0.238	0.301	0.230	0	13.49	0.368		I8
G mi15 eh20 ms0.14 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.704	0.238	0.270	0.196	0	12.27	0.375		I8
G mi15 eh20 ms0.14 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=15 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	0	0	0		0.827	0.257	0.322	0.247	0	14.05	0.397		skilled 8/8;I2
G mi16 eh17 ms0.135 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.624	0.213	0.250	0.161	0	13.37	0.399		I3;I8
G mi16 eh17 ms0.135 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.709	0.212	0.297	0.201	0	13.94	0.412		I8
G mi16 eh17 ms0.135 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	1	1		0.676	0.221	0.266	0.190	0	12.04	0.403		I3;I8
G mi16 eh17 ms0.135 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	0	0		0.745	0.238	0.312	0.195	0	13.22	0.424		I8
G mi16 eh17 ms0.14 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	4	1	1		0.669	0.219	0.256	0.194	0	12.95	0.381		I3;I8
G mi16 eh17 ms0.14 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.712	0.231	0.290	0.191	0	13.21	0.393		I8
G mi16 eh17 ms0.14 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.646	0.232	0.267	0.146	0	12.21	0.390		I3;I8
G mi16 eh17 ms0.14 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	1	0	0		0.749	0.250	0.305	0.194	0	13.76	0.408		skilled 8/8;I8
G mi16 eh18 ms0.135 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.638	0.213	0.250	0.175	0	13.51	0.398		I3;I8
G mi16 eh18 ms0.135 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	2	0	0		0.732	0.212	0.297	0.224	0	14.11	0.408		skilled 8/8;I8
G mi16 eh18 ms0.135 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	1	1		0.687	0.221	0.266	0.201	0	12.11	0.402		I3;I8
G mi16 eh18 ms0.135 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	1	0	0		0.768	0.238	0.312	0.218	0	13.34	0.422		skilled 8/8;I8
G mi16 eh18 ms0.14 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.685	0.219	0.256	0.210	0	13.08	0.383		I3;I8
G mi16 eh18 ms0.14 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.727	0.231	0.290	0.206	0	13.35	0.392		I8
G mi16 eh18 ms0.14 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.657	0.232	0.267	0.158	0	12.29	0.390		I3;I8
G mi16 eh18 ms0.14 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	0	0	0		0.762	0.250	0.305	0.207	0	13.83	0.407		skilled 8/8
G mi16 eh19 ms0.135 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.654	0.213	0.250	0.192	0	13.63	0.396		I3;I8
G mi16 eh19 ms0.135 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	2	0	0		0.745	0.212	0.297	0.236	0	14.21	0.408		skilled 8/8;I8
G mi16 eh19 ms0.135 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	1	1		0.702	0.221	0.266	0.216	0	12.23	0.403		I3;I8
G mi16 eh19 ms0.135 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	1	0	0		0.782	0.238	0.312	0.232	0	13.43	0.422		skilled 8/8;I8
G mi16 eh19 ms0.14 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.705	0.219	0.256	0.230	0	13.21	0.382		I3;I8
G mi16 eh19 ms0.14 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.752	0.231	0.290	0.231	0	13.49	0.389		I8
G mi16 eh19 ms0.14 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.671	0.232	0.267	0.171	0	12.40	0.390		I3;I8
G mi16 eh19 ms0.14 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	0	0	0		0.776	0.250	0.305	0.221	0	13.94	0.408		skilled 8/8
G mi16 eh20 ms0.135 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.667	0.213	0.250	0.205	0	13.75	0.395		I3;I8
G mi16 eh20 ms0.135 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	2	0	0		0.762	0.212	0.297	0.254	0	14.33	0.407		skilled 8/8;I8
G mi16 eh20 ms0.135 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	1	1		0.721	0.221	0.266	0.235	0	12.37	0.399		I3;I8
G mi16 eh20 ms0.135 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	1	0	0		0.792	0.238	0.312	0.242	0	13.51	0.422		skilled 8/8;I8
G mi16 eh20 ms0.14 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.727	0.219	0.256	0.252	0	13.36	0.379		I3;I8
G mi16 eh20 ms0.14 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.776	0.231	0.290	0.255	0	13.66	0.385		I8
G mi16 eh20 ms0.14 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	1	1		0.683	0.232	0.267	0.184	0	12.49	0.390		I3;I8
G mi16 eh20 ms0.14 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=20 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=16 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	7	0	0	0		0.786	0.250	0.305	0.231	0	14.03	0.407		skilled 8/8
G mi17 eh17 ms0.135 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.601	0.208	0.243	0.150	0	13.79	0.401		I3;I8
G mi17 eh17 ms0.135 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.661	0.207	0.283	0.172	0	13.92	0.436		I8
G mi17 eh17 ms0.135 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	2	1		0.625	0.214	0.250	0.161	0	11.97	0.417		I3;I8
G mi17 eh17 ms0.135 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	1	0	0		0.736	0.232	0.304	0.200	0	13.52	0.448		I8
G mi17 eh17 ms0.14 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	4	1	1		0.632	0.213	0.247	0.172	0	12.83	0.398		I3;I8
G mi17 eh17 ms0.14 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.702	0.223	0.296	0.183	0	13.52	0.404		I8
G mi17 eh17 ms0.14 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	2	2		0.619	0.225	0.259	0.134	0	12.07	0.412		I3;I8
G mi17 eh17 ms0.14 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=17 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.734	0.243	0.300	0.191	0	13.74	0.421		I8
G mi17 eh18 ms0.135 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.614	0.208	0.243	0.162	0	13.91	0.403		I3;I8
G mi17 eh18 ms0.135 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.683	0.207	0.283	0.193	0	14.07	0.433		I8
G mi17 eh18 ms0.135 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	1	1		0.646	0.214	0.250	0.182	0	12.06	0.414		I3;I8
G mi17 eh18 ms0.135 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	1	0	0		0.751	0.232	0.304	0.215	0	13.66	0.447		I8
G mi17 eh18 ms0.14 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	4	1	1		0.647	0.213	0.247	0.187	0	12.93	0.397		I3;I8
G mi17 eh18 ms0.14 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.716	0.223	0.296	0.197	0	13.64	0.404		I8
G mi17 eh18 ms0.14 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	2	2		0.630	0.225	0.259	0.145	0	12.17	0.412		I3;I8
G mi17 eh18 ms0.14 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=18 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.14 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.748	0.243	0.300	0.205	0	13.85	0.421		I8
G mi17 eh19 ms0.135 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	3	1	1		0.624	0.208	0.243	0.173	0	14.00	0.403		I3;I8
G mi17 eh19 ms0.135 ss0.05 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	0	0		0.697	0.207	0.283	0.207	0	14.19	0.429		I8
G mi17 eh19 ms0.135 ss0.06 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	2	1	1		0.654	0.214	0.250	0.191	0	12.15	0.413		I3;I8
G mi17 eh19 ms0.135 ss0.06 sh0.8	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.8 meleeMoveSpeed=0.135 shooterMoveSpeed=0.06 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	1	0	0		0.774	0.232	0.304	0.238	0	13.82	0.445		I8
G mi17 eh19 ms0.14 ss0.05 sh0.7	engageRadius=10 spawnRadius=15 leashRadius=11 eliteHp=19 meleeHp=1 meleeDamage=0.045 meleeAttackInterval=17 shooterRange=4.7 shooterDamage=0.04 shooterHp=0.7 meleeMoveSpeed=0.14 shooterMoveSpeed=0.05 phases=16-22-28|9-7-5|3:2/1:1/1:1	8	4	1	1		0.659	0.213	0.247	0.198	0	13.04	0.398		I3;I8
