label	patch	stage	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	meanEnd	meanStanding	shooterShare	I4gap	campDone	campCleared	failed
working table (S2 chosen, 3-7 provisional)	s2{absoluteEnemyCap=61 backlogSize=8 backlogDrainPerTick=1 phases=15-21-27|8-6-4|1:1/1:2/1:3} s3{absoluteEnemyCap=62 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 arenaWidth=56 arenaHeight=32 leashRadius=10 shooterRange=4.4 meleeHp=0.35 shooterHp=0.3 meleeDamage=0.02 shooterDamage=0.015 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=24 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=68 eliteCooldownTicks=70 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=16-22-28|10-9-8|1:1/1:2/1:3} s4{absoluteEnemyCap=63 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 shooterRange=4.5 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=25 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=66 eliteCooldownTicks=68 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=15-21-27|10-9-8|1:3/1:4/1:5} s5{absoluteEnemyCap=64 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=26 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=64 eliteCooldownTicks=66 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=15-21-27|10-9-8|3:1/2:1/3:2} s6{absoluteEnemyCap=64 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=27 eliteDamage=0.14 eliteBlastRadius=2.5 eliteTelegraphTicks=40 eliteCooldownTicks=42 eliteSpawnTick=1800 eliteMoveSpeed=0.105 eliteApproachRange=4.6 phases=15-21-27|10-9-8|3:1/2:1/3:2} s7{absoluteEnemyCap=65 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.4 shooterHp=0.35 meleeDamage=0.02 shooterDamage=0.015 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=28 eliteDamage=0.14 eliteBlastRadius=2.6 eliteTelegraphTicks=38 eliteCooldownTicks=40 eliteSpawnTick=1800 eliteMoveSpeed=0.105 eliteApproachRange=4.6 phases=15-21-27|7-5-3|3:1/2:1/3:2}	4	8	8	8	8		0.085	0.029	0.031	0.025	0	10.62	2030	16.00	0.875		0	12111315	I2;I2 windows;I3;I8;I10
working table (S2 chosen, 3-7 provisional)	s2{absoluteEnemyCap=61 backlogSize=8 backlogDrainPerTick=1 phases=15-21-27|8-6-4|1:1/1:2/1:3} s3{absoluteEnemyCap=62 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 arenaWidth=56 arenaHeight=32 leashRadius=10 shooterRange=4.4 meleeHp=0.35 shooterHp=0.3 meleeDamage=0.02 shooterDamage=0.015 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=24 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=68 eliteCooldownTicks=70 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=16-22-28|10-9-8|1:1/1:2/1:3} s4{absoluteEnemyCap=63 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 shooterRange=4.5 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=25 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=66 eliteCooldownTicks=68 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=15-21-27|10-9-8|1:3/1:4/1:5} s5{absoluteEnemyCap=64 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=26 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=64 eliteCooldownTicks=66 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=15-21-27|10-9-8|3:1/2:1/3:2} s6{absoluteEnemyCap=64 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=27 eliteDamage=0.14 eliteBlastRadius=2.5 eliteTelegraphTicks=40 eliteCooldownTicks=42 eliteSpawnTick=1800 eliteMoveSpeed=0.105 eliteApproachRange=4.6 phases=15-21-27|10-9-8|3:1/2:1/3:2} s7{absoluteEnemyCap=65 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.4 shooterHp=0.35 meleeDamage=0.02 shooterDamage=0.015 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=28 eliteDamage=0.14 eliteBlastRadius=2.6 eliteTelegraphTicks=38 eliteCooldownTicks=40 eliteSpawnTick=1800 eliteMoveSpeed=0.105 eliteApproachRange=4.6 phases=15-21-27|7-5-3|3:1/2:1/3:2}	5	8	8	8	8		0.059	0.010	0.010	0.040	0	9.72	2105	16.00	0.412		0	12111315	I2;I2 windows;I3;I8;I10
working table (S2 chosen, 3-7 provisional)	s2{absoluteEnemyCap=61 backlogSize=8 backlogDrainPerTick=1 phases=15-21-27|8-6-4|1:1/1:2/1:3} s3{absoluteEnemyCap=62 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 arenaWidth=56 arenaHeight=32 leashRadius=10 shooterRange=4.4 meleeHp=0.35 shooterHp=0.3 meleeDamage=0.02 shooterDamage=0.015 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=24 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=68 eliteCooldownTicks=70 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=16-22-28|10-9-8|1:1/1:2/1:3} s4{absoluteEnemyCap=63 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 shooterRange=4.5 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=25 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=66 eliteCooldownTicks=68 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=15-21-27|10-9-8|1:3/1:4/1:5} s5{absoluteEnemyCap=64 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=26 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=64 eliteCooldownTicks=66 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=15-21-27|10-9-8|3:1/2:1/3:2} s6{absoluteEnemyCap=64 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=27 eliteDamage=0.14 eliteBlastRadius=2.5 eliteTelegraphTicks=40 eliteCooldownTicks=42 eliteSpawnTick=1800 eliteMoveSpeed=0.105 eliteApproachRange=4.6 phases=15-21-27|10-9-8|3:1/2:1/3:2} s7{absoluteEnemyCap=65 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.4 shooterHp=0.35 meleeDamage=0.02 shooterDamage=0.015 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=28 eliteDamage=0.14 eliteBlastRadius=2.6 eliteTelegraphTicks=38 eliteCooldownTicks=40 eliteSpawnTick=1800 eliteMoveSpeed=0.105 eliteApproachRange=4.6 phases=15-21-27|7-5-3|3:1/2:1/3:2}	6	8	8	8	8		0.071	0.012	0.009	0.051	0	8.50	2039	16.00	0.357		0	12111315	I2;I2 windows;I3;I8;I10
working table (S2 chosen, 3-7 provisional)	s2{absoluteEnemyCap=61 backlogSize=8 backlogDrainPerTick=1 phases=15-21-27|8-6-4|1:1/1:2/1:3} s3{absoluteEnemyCap=62 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 arenaWidth=56 arenaHeight=32 leashRadius=10 shooterRange=4.4 meleeHp=0.35 shooterHp=0.3 meleeDamage=0.02 shooterDamage=0.015 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=24 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=68 eliteCooldownTicks=70 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=16-22-28|10-9-8|1:1/1:2/1:3} s4{absoluteEnemyCap=63 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 shooterRange=4.5 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=25 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=66 eliteCooldownTicks=68 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=15-21-27|10-9-8|1:3/1:4/1:5} s5{absoluteEnemyCap=64 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=26 eliteDamage=0.12 eliteBlastRadius=1.6 eliteTelegraphTicks=64 eliteCooldownTicks=66 eliteSpawnTick=1800 eliteMoveSpeed=0.1 eliteApproachRange=4.5 phases=15-21-27|10-9-8|3:1/2:1/3:2} s6{absoluteEnemyCap=64 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.5 shooterHp=0.45 meleeDamage=0.022 shooterDamage=0.016 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=27 eliteDamage=0.14 eliteBlastRadius=2.5 eliteTelegraphTicks=40 eliteCooldownTicks=42 eliteSpawnTick=1800 eliteMoveSpeed=0.105 eliteApproachRange=4.6 phases=15-21-27|10-9-8|3:1/2:1/3:2} s7{absoluteEnemyCap=65 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 engageRadius=11 arenaWidth=84 arenaHeight=48 leashRadius=8 shooterRange=4.4 meleeHp=0.4 shooterHp=0.35 meleeDamage=0.02 shooterDamage=0.015 meleeAttackInterval=24 shooterAttackInterval=45 meleeMoveSpeed=0.126 shooterMoveSpeed=0.05 eliteHp=28 eliteDamage=0.14 eliteBlastRadius=2.6 eliteTelegraphTicks=38 eliteCooldownTicks=40 eliteSpawnTick=1800 eliteMoveSpeed=0.105 eliteApproachRange=4.6 phases=15-21-27|7-5-3|3:1/2:1/3:2}	7	8	8	8	8		0.125	0.011	0.016	0.098	0	19.65	2219	16.00	0.338		0	12111315	I2;I2 windows;I3;I8;I10
S3 H0.8 H0.5 D0.035 D0.035 AI13 c28-34-40 i7-5-4 2:1/1:1/1:2 EC90 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.5 meleeDamage=0.035 shooterDamage=0.035 meleeAttackInterval=13 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=28-34-40|7-5-4|2:1/1:1/1:2}	3	7	1	0	1		0.886	0.221	0.334	0.331	0	13.61	2081	7.63	0.429				I2;I8
S3 H0.8 H0.5 D0.035 D0.03 AI15 c24-30-36 i7-6-5 2:1/1:1/1:2 EC90 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.5 meleeDamage=0.035 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=24-30-36|7-6-5|2:1/1:1/1:2}	3	8	6	3	4		0.572	0.197	0.192	0.183	0	9.78	2078	15.25	0.415				I3;I8;I10
S3 H0.5 H0.6 D0.035 D0.03 AI13 c32-38-44 i7-6-5 3:1/2:1/1:1 EC110 S20 DPT4	s3{meleeHp=0.5 shooterHp=0.6 meleeDamage=0.035 shooterDamage=0.03 meleeAttackInterval=13 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|7-6-5|3:1/2:1/1:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.6 H0.4 D0.045 D0.035 AI15 c28-34-40 i7-6-5 4:1/3:1/2:1 EC90 S20 DPT4	s3{meleeHp=0.6 shooterHp=0.4 meleeDamage=0.045 shooterDamage=0.035 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=28-34-40|7-6-5|4:1/3:1/2:1}	3	8	8	8	8		0.371	0.108	0.097	0.166	0	6.45	2050	15.63	0.276				I2;I2 windows;I3;I8;I10
S3 H0.7 H0.4 D0.035 D0.03 AI15 c24-30-36 i7-6-5 4:1/3:1/2:1 EC90 S20 DPT4	s3{meleeHp=0.7 shooterHp=0.4 meleeDamage=0.035 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=24-30-36|7-6-5|4:1/3:1/2:1}	3	8	8	8	8		0.404	0.123	0.121	0.160	0	7.23	2027	15.88	0.235				I2;I3;I8;I10
S3 H0.8 H0.6 D0.045 D0.03 AI15 c28-34-40 i6-5-4 3:1/2:1/1:1 EC90 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.6 meleeDamage=0.045 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=28-34-40|6-5-4|3:1/2:1/1:1}	3	4	1	0	0		1.035	0.318	0.386	0.331	0	15.62	2062	5.00	0.268				I2;I8
S3 H0.8 H0.4 D0.045 D0.03 AI15 c24-30-36 i6-5-4 4:1/3:1/2:1 EC110 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.4 meleeDamage=0.045 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=24-30-36|6-5-4|4:1/3:1/2:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.7 H0.5 D0.045 D0.035 AI13 c32-38-44 i7-6-5 2:1/1:1/1:2 EC110 S20 DPT4	s3{meleeHp=0.7 shooterHp=0.5 meleeDamage=0.045 shooterDamage=0.035 meleeAttackInterval=13 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|7-6-5|2:1/1:1/1:2} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.5 H0.4 D0.035 D0.03 AI15 c28-34-40 i7-6-5 4:1/3:1/2:1 EC90 S20 DPT4	s3{meleeHp=0.5 shooterHp=0.4 meleeDamage=0.035 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=28-34-40|7-6-5|4:1/3:1/2:1}	3	8	8	8	8		0.296	0.076	0.074	0.147	6	6.50	2043	16.00	0.309				I2;I2 windows;I3;I8;I10
S3 H0.6 H0.5 D0.045 D0.035 AI15 c24-30-36 i7-5-4 3:1/2:1/1:1 EC90 S20 DPT4	s3{meleeHp=0.6 shooterHp=0.5 meleeDamage=0.045 shooterDamage=0.035 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=24-30-36|7-5-4|3:1/2:1/1:1}	3	8	6	5	6		0.575	0.109	0.196	0.269	0	9.37	2087	13.75	0.417				I3;I8;I10
S3 H0.7 H0.4 D0.045 D0.03 AI15 c24-30-36 i7-6-5 3:1/2:1/1:1 EC90 S20 DPT4	s3{meleeHp=0.7 shooterHp=0.4 meleeDamage=0.045 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=24-30-36|7-6-5|3:1/2:1/1:1}	3	8	8	6	6		0.475	0.156	0.147	0.172	0	7.46	2043	14.88	0.271				I2;I3;I8;I10
S3 H0.6 H0.5 D0.045 D0.035 AI15 c32-38-44 i6-5-4 3:1/2:1/1:1 EC110 S20 DPT4	s3{meleeHp=0.6 shooterHp=0.5 meleeDamage=0.045 shooterDamage=0.035 meleeAttackInterval=15 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|6-5-4|3:1/2:1/1:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.6 H0.6 D0.035 D0.03 AI15 c24-30-36 i7-5-4 4:1/3:1/2:1 EC110 S20 DPT4	s3{meleeHp=0.6 shooterHp=0.6 meleeDamage=0.035 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=24-30-36|7-5-4|4:1/3:1/2:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.8 H0.4 D0.045 D0.035 AI15 c32-38-44 i6-5-4 4:1/3:1/2:1 EC110 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.4 meleeDamage=0.045 shooterDamage=0.035 meleeAttackInterval=15 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|6-5-4|4:1/3:1/2:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.8 H0.6 D0.035 D0.035 AI15 c28-34-40 i6-5-4 3:1/2:1/1:1 EC110 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.6 meleeDamage=0.035 shooterDamage=0.035 meleeAttackInterval=15 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=28-34-40|6-5-4|3:1/2:1/1:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.8 H0.6 D0.035 D0.03 AI15 c32-38-44 i6-5-4 3:1/2:1/1:1 EC110 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.6 meleeDamage=0.035 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|6-5-4|3:1/2:1/1:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.8 H0.4 D0.045 D0.03 AI15 c32-38-44 i7-5-4 2:1/1:1/1:2 EC90 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.4 meleeDamage=0.045 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|7-5-4|2:1/1:1/1:2}	3	7	2	2	2		0.793	0.210	0.260	0.322	0	11.98	2111	9.25	0.371				I3;I8
S3 H0.7 H0.4 D0.035 D0.03 AI13 c32-38-44 i6-6-5 4:1/3:1/2:1 EC110 S20 DPT4	s3{meleeHp=0.7 shooterHp=0.4 meleeDamage=0.035 shooterDamage=0.03 meleeAttackInterval=13 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|6-6-5|4:1/3:1/2:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.6 H0.6 D0.045 D0.03 AI15 c32-38-44 i7-5-4 2:1/1:1/1:2 EC110 S20 DPT4	s3{meleeHp=0.6 shooterHp=0.6 meleeDamage=0.045 shooterDamage=0.03 meleeAttackInterval=15 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|7-5-4|2:1/1:1/1:2} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.5 H0.6 D0.045 D0.035 AI15 c24-30-36 i7-5-4 4:1/3:1/2:1 EC110 S20 DPT4	s3{meleeHp=0.5 shooterHp=0.6 meleeDamage=0.045 shooterDamage=0.035 meleeAttackInterval=15 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=24-30-36|7-5-4|4:1/3:1/2:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.8 H0.5 D0.045 D0.035 AI15 c24-30-36 i7-6-5 3:1/2:1/1:1 EC90 S20 DPT4	s3{meleeHp=0.8 shooterHp=0.5 meleeDamage=0.045 shooterDamage=0.035 meleeAttackInterval=15 absoluteEnemyCap=90 backlogSize=20 backlogDrainPerTick=4 phases=24-30-36|7-6-5|3:1/2:1/1:1}	3	8	2	1	2		0.802	0.253	0.265	0.283	0	10.16	2062	9.75	0.263				I3;I8
S3 H0.6 H0.4 D0.045 D0.035 AI13 c32-38-44 i6-5-4 4:1/3:1/2:1 EC110 S20 DPT4	s3{meleeHp=0.6 shooterHp=0.4 meleeDamage=0.045 shooterDamage=0.035 meleeAttackInterval=13 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|6-5-4|4:1/3:1/2:1} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
S3 H0.7 H0.6 D0.045 D0.03 AI13 c32-38-44 i6-5-4 2:1/1:1/1:2 EC110 S20 DPT4	s3{meleeHp=0.7 shooterHp=0.6 meleeDamage=0.045 shooterDamage=0.03 meleeAttackInterval=13 absoluteEnemyCap=110 backlogSize=20 backlogDrainPerTick=4 phases=32-38-44|6-5-4|2:1/1:1/1:2} s4{shooterRange=4.5 phases=16-22-28|7-6-5|1:3/1:4/1:5} s5{phases=16-22-28|7-6-5|3:1/2:1/3:2} s6{phases=17-23-29|6-5-4|2:1/2:1/3:2} s7{phases=18-24-30|5-4-3|2:1/1:1/1:2}																			REJECTED tuning2: the table breaks a §2.3 relation — stage 7's absoluteEnemyCap is not above stage 3's
